ID,Nr.,Verantwortlich,Company,Product/Service-Title,type of offer,type of offer (detailed) 1,type of offer (detailed) 2,description,main functionalities,key benefits (features are tbd),application domain (engineering activities),Detailed appicatiion domain (engineering),Product engineering (cycles),AI potential (by Matching algorithm),KI-Tags,target group (customer type) --> Nutzer der Leister,"(technical & organisational) details (e.g. system requirements, …)",Understandability of description/material,Relevance,Capability of company to offer service/product,quality of app/service,trust score (verification concept) 0-4,contact info,pricing/license model,Link,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,398,Melina,Adap GmbH,Predivcitve Maintenance,app,,"At Adap, we work on the intersection of machine learning and distributed computing to enable a new class of intelligent systems. We create the first platform that allows companies to use artificial intelligence (AI) where the data is created instead of having to collect all data centrally. We enable AI to be used locally on edge devices, vehicles, or distributed servers without having to exchange data. Novel approaches and new algorithmic advances such as federated learning, federated analytics, and fleet learning make it possible to share knowledge and still keep data private.","Companies train a shared predictive maintenance model for manufacturing machines using federated learning.Data stays private, only the learnings are shared to improve prediction quality and avoid cold- start challenges.","Data Privacy, Better Predictions, More Cases To Learn From, No Cold-Start Issue, product downtimes, reduce risks","healthcare, automotive, USV, Agriculture",Production / manufacturing,,,,,,,1,2 - production,1,,"Dorotheenstr. 64, 22301 Hamburg, Germany

+49 177 711 91 76

contact@adap.com",,,https://adap.com/en,Industry solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,398a,,Adap GmbH,AI Ideation Workshop,service,,,We support your team and organization to build intuition about AI. This enables both employees and management to make educated decisions about AI initiatives that improve your products or business processes. Our workshop format helps you to identify potential AI projects and to understand the requirements for successful execution. Project proposals usually begin as loose ideas that will then be analyzed and structured throughout the workshop until we end up with a detailed concept that can move forward to implementation.,,,,AI potentials,,,,,,,3- AI general,,,,,,https://adap.com/en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,398b,,Adap GmbH,AI Prototyping,service,,,Data is naturally distributed but we ignore most of it and do not take full advantage of it. We help you to identify potential AI use-cases and define all technical requirements to make it production-ready. We can design and build the first AI prototype to show your organization the full potential of AI systems and possible next steps to define your AI strategy.,,,AI development/deployment,,,,,,,,3- AI general,,,,,,https://adap.com/en,Es gibt noch einen weiteren Serviuce AI Product Building. Dieser ist aber stärker auf fleet learning ausgelegt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,9,Melina,AGENTS.inc,AI Agents,App,web service (API),platform,"AI Agents manage the data tsunami of the business world using pioneering expert technology, designed to give you competitive advantage. With 3 clicks you define the tasks for agents. AI AGENTS read and combine big data sources from around the world, such as news, patents, startups, science articles, youtube, tweets and more and use deep learning models to analyze the data and automatically create actionable intelligence reports for...","- Monitoring Agent: Monitoring news, updates and weather for specific companies and organizations in local languages.
- Signals Agent: Monitoring policies and trends in more than 100 countries at the same time.
- Company Search Agent: Monitoring markets of companies and specific suppliers from all around the world","- GLOBAL 24/7
- EASY-TO-USE
- ZERO CO2
- NO CODING REQUIRED
- CUSTOMIZABLE
- SCALABLE DESIGN; GDPR compliant, SDKs and APIs for developers",Patent analysis,market analysis,Strategic product planning,"Analyse von Konkurrenzprodukten, Intelligente Produktbeobachtung, Identifikation von Technologietrends, Patentanalyse",,competition analyst,,,1 - product engineering,,,0,,The company must be contacted for information,https://www.agents.inc/,"1 App with 3 functionalities
Company is already contacted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,10,Melina,AI patents,AI Patents,app,,,"AI Patents hat einen innovativen Ansatz für die Patentrecherche gewählt, der relevante Stand der Technik aufdeckt, die mit anderen Suchmaschinen nicht gefunden wird. AIP hat eine intelligente semantische Suchmaschine entwickelt, die über die Möglichkeiten traditioneller syntaktischer Methoden hinausgeht und Dokumente auf der Grundlage von Ideen und nicht von Wörtern vergleicht. Der Algorithmus wurde über Tausende von Datensätzen trainiert und es wurden Betatests mit einer Vielzahl unterschiedlicher Kundensegmente durchgeführt. Dadurch lernte die AIP-Suchmaschine, die textlichen Beziehungen zu erkennen und so Erfindungen zu vergleichen.",,,Patent analysis,,Strategic product planning,,,,,,1 - product engineering,,,,,,https://www.aipatents.com/,"-1 offering with 6 use cases
- platform --> app",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,389,Melina,aifora,Forecast customer demand,app,web app,"aifora enables brands and retailers to optimize their pricing and inventory management across all channels and to automate the underlying processes. Using AI, we analyze our clients’ data as well as supplementary external data to forecast customer demand. Based on the forecast demand we optimize and automate merchandising processes, in order to drive revenues and profits and maximize efficiency.","•aifora analyzes current customer behavior and forecasts demand per item, option or SKU. As a result, we calculate the optimal prices for each location and distribution channel to optimize profit or inventory depending on the  objective                                                                                                                                         •Optimize merchandise distribution. Retailers receive accurate order suggestions based on current customer demand, inventory levels, promotions and events - taking into account individual delivery times and specific business rules and strategies.               ","dynamic pricing, flexibility ",e-commerce,service development,,,,,,,,5 - not relevant,1,,"aifora GmbH
Kesselstraße 3
40221 Düsseldorf
Deutschland

+49 211 233 950-90
info@aifora.com",,,https://aifora.com/,Einzelhandel / Verkauf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,11,Patrick,ainnovation,Intelligent Defect Detection,app,SaaS,,?????AInnovation????2018?2????????????AI???????????“??????????”?????????AI??????????AI?????????AI??????????????????????????????????????,#NAME?,#NAME?,Production / manufacturing,,,,,,,,2 - production,,,,,,https://ainnovation.com/solution/manufacture/solution/en,"deep learning and computer vision
(Für Solutions nach unten scrollen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,12,Patrick,aise,AISE.AI,app,desktop app,,"AI is used to improve production processes of organizations. This is done by gathering the relevant data from production, maintainance, sensors, etc. Then modeling is done on collected data to take data driven decisions, these decision are then implemented in order to make improvements in production and product quality. ",#NAME?,#NAME?,Production / manufacturing,,,,,,,,2 - production,,,,,charged - individual,http://aise.ai/services/industrial_ai,"Application: (Industrial) Automation

Eher Module als offer
Web portal, desktop app, and API can also be used

AI-enhanced modeling and simulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,13,,AISE.AI,Industrial AI,,,,"AI is used to improve production processes of organizations. This is done by gathering the relevant data from production, maintainance, sensors, etc. Then modeling is done on collected data to take data driven decisions, these decision are then implemented in order to make improvements in production and product quality. ",,,,,production system development; production,,,,,,5 - not relevant,,,,,,http://aise.ai/services/industrial_ai,Dopplung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,14,Patrick,aisight,Maschinendiagnose in Echtzeit,app,SaaS,,"Monitor plant performance with the AiSight solution, the innovative sensor that uses AI technology to maximise equipment efficiency & reduce maintenance costs.",#NAME?,#NAME?,#NAME?,,production systems development,,,,,,5 - not relevant,,,,,The company must be contacted for information,https://aisight.de,"Überwachung von Maschinen im Feld, z. B. Windenergieanlagen

A physical sensor is installed, and then it is monitored via the app",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,15,,AISight,Unlimited Machine Uptime,,,,"Driven by AI technology that allows to prevent downtime, measure the efficiency of machines without lifting a finger, and thus maximize machine uptime. Identify optimal production cycles, manage performance, and predict machine breakdowns all in real time.",,,,,Production,,,,,,5 - not relevant,,,,,,https://aisight.de/en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,16,,AITAD GmbH,Artificial Intelligence Test and Design,,,,"The focus is on the development of embedded systems and AI technology for products or  production processes. It takes a holistic approach to consulting and development, which is unique on the highly specialized and fragmented AI market.",,,,,,,,,,,2 - production,,,,,,"https://ki-verband.de/en/members/?portfolio=aitad

https://aitad.de/","Embedded KI in der Industrie; Fokus Produktion, z. B. Predictive Maintenance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,17,Patrick,aito,Aito,app,web app,,"Businesses are looking for simple solutions to complex workflows. With Aito, you can test, deploy and maintain a machine learning classifier without struggling with code, and use predictions with any automation platform.",#NAME?,#NAME?,Production / manufacturing,,,,,,,,2 - production,,,,,The company must be contacted for information,https://aito.ai,Application: Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,18,,Alation,Data Catalog,,,,"kollaborativer Datenkatalog für Unternehmen: leistungsstarke Lösung, die die analytische Produktivität drastisch verbessert und bessere Geschäftsentscheidungen für alle ermöglicht",,,Data Management (Cross-sectional),,cross-sectional-processes,,,,,,4 - cross sectional processes,,,,,,https://www.alation.com/product/data-catalog/,… using machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,19,Patrick,Altair Engineering Inc.,Altair,app,desktop app,,"We at Altair help in solving the toughest challenges, helping innovations and driving better decisions. We never look back. Only forward.",#NAME?,#NAME?,#NAME?,,Strategic product planning,,,,,,5 - not relevant,,,,,The company must be contacted for information,https://altair.com,zu generisch beschrieben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,20,Patrick,Altair Engineering Inc.,Design AI,app,,,"Introducing the next evolution of product development: DesignAI combines physics-based simulation-driven design and machine learning-based AI-driven design to create high-potential designs earlier in development cycles. Augment current product development practices and multiply the productivity of engineering teams with AI technology to explore a broader population of customer pleasing, high performing, meaningful, and manufacturable new product design alternatives.",,,Product design,,product development,,,,,,1 - product engineering,,,,,,https://www.altair.com/designai/,https://www.altair.com/ai-powered-design/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,21,Patrick,Altair Engineering Inc.,Design Explorer,app,,,"For high-fidelity modeling of complex geometries, analysts can use Altair® HyperWorks® Design Explorer an end-to-end workflow for real time performance prediction and evaluation. Automating repetitive tasks using ML, Design Explorer intuitively performs direct modeling for geometry creation and editing, mid-surface extraction, surface and mid-meshing, mesh quality correction, combined with efficient assembly management and process guidance.",,,Product design,,Product development,,,,,,1 - product engineering,,,,,,"https://www.altair.com/ai-powered-design/

https://community.altair.com/community?id=community_blog&sys_id=0d4b79f7dba0f490e8863978f496197e&_ga=2.13450551.1210736524.1659983647-9987530.1659983646","Es ist nicht genau beschrieben, wo und wie ML eingesetzt wird.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,22,Patrick,Altair Engineering Inc.,shapeAI,app,,,"HyperWorks shapeAI makes it possible to automate pattern and shape recognition within a model, enabling the user to select all similar shapes and edit them at the same time. It uses clustering to group the parts, allowing the user to model a small number of groups rather than a large number of individual parts.

shapeAI contains automatic feature extraction for the specified geometry itself without any additional input or intervention. Combining these features with ML algorithms in HyperWorks’ matching tools puts the power of geometric ML at the fingertips of every user. shapeAI can be used to organize components of complex models by geometric similarity so that modifications to one part can be synchronized to all.",,,Anomaly detection and monitoring,,product development,,,,,,1 - product engineering,,,,,,"https://www.altair.com/ai-powered-design/

https://community.altair.com/community?id=community_blog&sys_id=5fae89f5dbc8f850e8863978f496192f&_ga=2.17757497.1210736524.1659983647-9987530.1659983646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,23,Patrick,Altair Engineering Inc.,Hyper Study,app,,,,,,,,,,,,,,1 - product engineering,,,,,,https://www.altair.com/hyperstudy-applications/,"Es ist nicht genau beschrieben, wo und wie ML eingesetzt wird.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,24,Patrick,Altair Engineering Inc.,signalAI,app,,,"signalAI is a library that empowers signal processing with ML. signalAI can perform data prep both in time domain and frequency domain. It can then automatically train anomaly detection models to identify outlier behavior. In addition, for labelled data, it can auto-train classification models to predict signal signature and to identify test or operation environment.",,,Anomaly detection and monitoring,,product development,,,,,,1 - product engineering,,,,,,"https://www.altair.de/ai-powered-design/

https://community.altair.com/community?id=community_blog&sys_id=0507109adbc1fc50e8863978f4961952&_ga=2.72891411.1210736524.1659983647-9987530.1659983646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,25,,Altair Engineering Inc.,romAI,,,,"Reduced-order models (ROMs) are useful for incorporating detailed 3D simulation into a more computationally efficient 1D environment for system-level study. Simulation tools like Altair® EDEM™ or Altair CFD™ allow for detailed investigations of time-variant non-linear systems, but because of long simulation runs, analysis is typically focused on a component or subsystem. In the case of a complete system simulation however, it is often sufficient to reduce component behavior to its interaction with the complete system, improving solver run time while still providing sufficiently accurate results.

Leveraging Altair’s romAI artificial intelligence tool, 3D simulations can be used as training data for generating dynamic ROMs. Only a few 3D simulation runs are required, as this approach requires less training data than traditional data-driven methods. romAI can work with any solver and produces highly accurate results when operating within the training space and is even stable and useful for extrapolation outside the space. The same ML technique can also be used for system identification purposes when starting from test data.",,,Product design,Simulation,product development,,,,,,1 - product engineering,,,,,,https://www.altair.com/ai-powered-design/,"Alle nicht orangen Spalten stimmen nicht!

""Simulation"" passt am besten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,26,,Altair Engineering Inc.,Knowledge Studio,,,,"Engineering data scientists and analysts use Altair to generate actionable insight from their data. Altair® Knowledge Studio® is a market-leading easy-to-use ML and predictive analytics solution that rapidly visualizes data as it quickly generates explainable results - without requiring a single line of code.

Engineering data science has practical applications across a wide range of product design and manufacturing problems. Sheet-metal stamping is one of the most common manufacturing processes in the automotive industry, yet it requires extensive experience and manual effort to sort out the most adequate and cost-efficient sub-process for every part.",,,Production / manufacturing,,,,,,,,2 - production,,,,,,https://www.altair.com/knowledge-studio,Alle nicht orangen Spalten stimmen nicht!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
